Orthogroup	Acanthamoeba_castellani.NEFF	Babesia_bovis.T2Bo	Cryptosporidium_parvum	Eimeria_tenella	Entamoeba_histolytica.HM1IMSS	Giardia_intestinalis.AWB	Leishmania_donovani.BPK282A1	Leishmania_major.Friedlin	Maranthos_nigrum.EAF	Parvilucifera_sinerae.EAF	Perkinsus_marinus.high_quality	Plasmodium_falciparum	Sarcocystis_neurona.SN3	Theileria_annulata.Ankara	Toxoplasma_gondii	Trichomonas_vaginalis.G3	Trypanosoma_brucei.TREU927	Trypanosoma_cruzi.CLBElike
OG0061442																TVAG_195940		
OG0061443																TVAG_314640		
OG0061444																TVAG_314650		
OG0061445																TVAG_314700		
OG0061446																TVAG_314790		
OG0061447																TVAG_314890		
OG0061448																TVAG_314940		
OG0061449																TVAG_192000		
OG0061450																TVAG_443590		
OG0061451																TVAG_443630		
OG0061452																TVAG_443760		
OG0061453																TVAG_063410		
OG0061454																TVAG_063420		
OG0061455																TVAG_063430		
OG0061456																TVAG_063480		
OG0061457																TVAG_063630		
OG0061458																TVAG_063660		
OG0061459																TVAG_454330		
OG0061460																TVAG_454460		
OG0061461																TVAG_454590		
OG0061462																TVAG_454600		
OG0061463																TVAG_454620		
OG0061464																TVAG_232620		
OG0061465																TVAG_232700		
OG0061466																TVAG_232710		
OG0061467																TVAG_072250		
OG0061468																TVAG_072280		
OG0061469																TVAG_072290		
OG0061470																TVAG_072300		
OG0061471																TVAG_072310		
OG0061472																TVAG_072560		
OG0061473																TVAG_473280		
OG0061474																TVAG_473360		
OG0061475																TVAG_473380		
OG0061476																TVAG_031750		
OG0061477																TVAG_031790		
OG0061478																TVAG_031840		
OG0061479																TVAG_031900		
OG0061480																TVAG_031910		
OG0061481																TVAG_145160		
OG0061482																TVAG_145190		
OG0061483																TVAG_145370		
OG0061484																TVAG_145380		
OG0061485																TVAG_161540		
OG0061486																TVAG_161580		
OG0061487																TVAG_161640		
OG0061488																TVAG_161650		
OG0061489																TVAG_161670		
OG0061490																TVAG_161690		
OG0061491																TVAG_161720		
OG0061492																TVAG_161730		
OG0061493																TVAG_161740		
OG0061494																TVAG_161820		
OG0061495																TVAG_161850		
OG0061496																TVAG_342000		
OG0061497																TVAG_042010		
OG0061498																TVAG_042030		
OG0061499																TVAG_042280		
OG0061500																TVAG_042310		
OG0061501																TVAG_368730		
OG0061502																TVAG_368900		
OG0061503																TVAG_369010		
OG0061504																TVAG_450590		
OG0061505																TVAG_450620		
OG0061506																TVAG_450640		
OG0061507																TVAG_412520		
OG0061508																TVAG_412540		
OG0061509																TVAG_412580		
OG0061510																TVAG_412610		
OG0061511																TVAG_412640		
OG0061512																TVAG_043520		
OG0061513																TVAG_043730		
OG0061514																TVAG_489170		
OG0061515																TVAG_489220		
OG0061516																TVAG_398740		
OG0061517																TVAG_398820		
OG0061518																TVAG_398830		
OG0061519																TVAG_173630		
OG0061520																TVAG_193580		
OG0061521																TVAG_193610		
OG0061522																TVAG_193620		
OG0061523																TVAG_193670		
OG0061524																TVAG_193700		
OG0061525																TVAG_193810		
OG0061526																TVAG_299170		
OG0061527																TVAG_299200		
OG0061528																TVAG_299240		
OG0061529																TVAG_299270		
OG0061530																TVAG_299320		
OG0061531																TVAG_299340		
OG0061532																TVAG_299370		
OG0061533																TVAG_299400		
OG0061534																TVAG_421050		
OG0061535																TVAG_049660		
OG0061536																TVAG_049710		
OG0061537																TVAG_049820		
OG0061538																TVAG_049840		
OG0061539																TVAG_049920		
OG0061540																TVAG_049930		
OG0061541																TVAG_049940		
OG0061542																TVAG_345310		
OG0061543																TVAG_345470		
OG0061544																TVAG_345480		
OG0061545																TVAG_345490		
OG0061546																TVAG_328990		
OG0061547																TVAG_329060		
OG0061548																TVAG_329080		
OG0061549																TVAG_415350		
OG0061550																TVAG_415370		
OG0061551																TVAG_171680		
OG0061552																TVAG_171690		
OG0061553																TVAG_171750		
OG0061554																TVAG_143380		
OG0061555																TVAG_143400		
OG0061556																TVAG_143450		
OG0061557																TVAG_143480		
OG0061558																TVAG_325590		
OG0061559																TVAG_325610		
OG0061560																TVAG_325680		
OG0061561																TVAG_325690		
OG0061562																TVAG_325760		
OG0061563																TVAG_325780		
OG0061564																TVAG_337450		
OG0061565																TVAG_337650		
OG0061566																TVAG_337690		
OG0061567																TVAG_040660		
OG0061568																TVAG_040680		
OG0061569																TVAG_040690		
OG0061570																TVAG_040810		
OG0061571																TVAG_040870		
OG0061572																TVAG_168910		
OG0061573																TVAG_168940		
OG0061574																TVAG_173960		
OG0061575																TVAG_173980		
OG0061576																TVAG_174010		
OG0061577																TVAG_292860		
OG0061578																TVAG_292920		
OG0061579																TVAG_293040		
OG0061580																TVAG_293060		
OG0061581																TVAG_007960		
OG0061582																TVAG_008160		
OG0061583																TVAG_369900		
OG0061584																TVAG_369980		
OG0061585																TVAG_370010		
OG0061586																TVAG_370050		
OG0061587																TVAG_370090		
OG0061588																TVAG_465860		
OG0061589																TVAG_466000		
OG0061590																TVAG_466100		
OG0061591																TVAG_466110		
OG0061592																TVAG_466120		
OG0061593																TVAG_440910		
OG0061594																TVAG_440950		
OG0061595																TVAG_406530		
OG0061596																TVAG_406570		
OG0061597																TVAG_406710		
OG0061598																TVAG_252980		
OG0061599																TVAG_253080		
OG0061600																TVAG_253140		
OG0061601																TVAG_253160		
OG0061602																TVAG_260630		
OG0061603																TVAG_260730		
OG0061604																TVAG_260740		
OG0061605																TVAG_260750		
OG0061606																TVAG_254810		
OG0061607																TVAG_116060		
OG0061608																TVAG_116120		
OG0061609																TVAG_116190		
OG0061610																TVAG_494790		
OG0061611																TVAG_494940		
OG0061612																TVAG_020370		
OG0061613																TVAG_020390		
OG0061614																TVAG_020460		
OG0061615																TVAG_020540		
OG0061616																TVAG_055690		
OG0061617																TVAG_044490		
OG0061618																TVAG_044520		
OG0061619																TVAG_044730		
OG0061620																TVAG_206760		
OG0061621																TVAG_206820		
OG0061622																TVAG_206840		
OG0061623																TVAG_206850		
OG0061624																TVAG_206910		
OG0061625																TVAG_206950		
OG0061626																TVAG_206960		
OG0061627																TVAG_RG_DS113537_1		
OG0061628																TVAG_030460		
OG0061629																TVAG_030530		
OG0061630																TVAG_030610		
OG0061631																TVAG_030620		
OG0061632																TVAG_054340		
OG0061633																TVAG_054440		
OG0061634																TVAG_054520		
OG0061635																TVAG_054620		
OG0061636																TVAG_275660		
OG0061637																TVAG_275700		
OG0061638																TVAG_275740		
OG0061639																TVAG_275870		
OG0061640																TVAG_275970		
OG0061641																TVAG_030760		
OG0061642																TVAG_031060		
OG0061643																TVAG_438190		
OG0061644																TVAG_450910		
OG0061645																TVAG_451020		
OG0061646																TVAG_451030		
OG0061647																TVAG_451060		
OG0061648																TVAG_451070		
OG0061649																TVAG_451110		
OG0061650																TVAG_451170		
OG0061651																TVAG_213500		
OG0061652																TVAG_213510		
OG0061653																TVAG_213520		
OG0061654																TVAG_213580		
OG0061655																TVAG_213590		
OG0061656																TVAG_007660		
OG0061657																TVAG_372740		
OG0061658																TVAG_372750		
OG0061659																TVAG_485100		
OG0061660																TVAG_485110		
OG0061661																TVAG_485190		
OG0061662																TVAG_485260		
OG0061663																TVAG_485270		
OG0061664																TVAG_485310		
OG0061665																TVAG_485320		
OG0061666																TVAG_383530		
OG0061667																TVAG_051520		
OG0061668																TVAG_051580		
OG0061669																TVAG_051590		
OG0061670																TVAG_217240		
OG0061671																TVAG_217280		
OG0061672																TVAG_217330		
OG0061673																TVAG_217340		
OG0061674																TVAG_217380		
OG0061675																TVAG_217390		
OG0061676																TVAG_431010		
OG0061677																TVAG_431040		
OG0061678																TVAG_431080		
OG0061679																TVAG_431100		
OG0061680																TVAG_431120		
OG0061681																TVAG_431130		
OG0061682																TVAG_431160		
OG0061683																TVAG_047900		
OG0061684																TVAG_047950		
OG0061685																TVAG_068770		
OG0061686																TVAG_068820		
OG0061687																TVAG_068840		
OG0061688																TVAG_068920		
OG0061689																TVAG_090130		
OG0061690																TVAG_002870		
OG0061691																TVAG_002880		
OG0061692																TVAG_003110		
OG0061693																TVAG_003130		
OG0061694																TVAG_273240		
OG0061695																TVAG_111390		
OG0061696																TVAG_111410		
OG0061697																TVAG_111440		
OG0061698																TVAG_111450		
OG0061699																TVAG_111460		
OG0061700																TVAG_111470		
OG0061701																TVAG_111550		
OG0061702																TVAG_108870		
OG0061703																TVAG_108900		
OG0061704																TVAG_109010		
OG0061705																TVAG_109020		
OG0061706																TVAG_316780		
OG0061707																TVAG_316790		
OG0061708																TVAG_316890		
OG0061709																TVAG_317060		
OG0061710																TVAG_317080		
OG0061711																TVAG_383960		
OG0061712																TVAG_292520		
OG0061713																TVAG_292540		
OG0061714																TVAG_292560		
OG0061715																TVAG_292570		
OG0061716																TVAG_292670		
OG0061717																TVAG_292750		
OG0061718																TVAG_292780		
OG0061719																TVAG_272750		
OG0061720																TVAG_272840		
OG0061721																TVAG_272900		
OG0061722																TVAG_025680		
OG0061723																TVAG_025820		
OG0061724																TVAG_025830		
OG0061725																TVAG_025860		
OG0061726																TVAG_107550		
OG0061727																TVAG_107600		
OG0061728																TVAG_107620		
OG0061729																TVAG_107630		
OG0061730																TVAG_344870		
OG0061731																TVAG_490270		
OG0061732																TVAG_490390		
OG0061733																TVAG_490400		
OG0061734																TVAG_490420		
OG0061735																TVAG_490430		
OG0061736																TVAG_230150		
OG0061737																TVAG_230230		
OG0061738																TVAG_324930		
OG0061739																TVAG_325050		
OG0061740																TVAG_339780		
OG0061741																TVAG_339890		
OG0061742																TVAG_407610		
OG0061743																TVAG_407620		
OG0061744																TVAG_395260		
OG0061745																TVAG_395280		
OG0061746																TVAG_395300		
OG0061747																TVAG_395370		
OG0061748																TVAG_395380		
OG0061749																TVAG_395420		
OG0061750																TVAG_395500		
OG0061751																TVAG_395510		
OG0061752																TVAG_395530		
OG0061753																TVAG_027070		
OG0061754																TVAG_027090		
OG0061755																TVAG_027150		
OG0061756																TVAG_440430		
OG0061757																TVAG_440560		
OG0061758																TVAG_412290		
OG0061759																TVAG_189610		
OG0061760																TVAG_040440		
OG0061761																TVAG_442110		
OG0061762																TVAG_442120		
OG0061763																TVAG_442230		
OG0061764																TVAG_442250		
OG0061765																TVAG_484480		
OG0061766																TVAG_484490		
OG0061767																TVAG_484500		
OG0061768																TVAG_484560		
OG0061769																TVAG_481250		
OG0061770																TVAG_481320		
OG0061771																TVAG_481400		
OG0061772																TVAG_295510		
OG0061773																TVAG_295520		
OG0061774																TVAG_295590		
OG0061775																TVAG_295620		
OG0061776																TVAG_295640		
OG0061777																TVAG_295680		
OG0061778																TVAG_295760		
OG0061779																TVAG_295770		
OG0061780																TVAG_154660		
OG0061781																TVAG_154670		
OG0061782																TVAG_154740		
OG0061783																TVAG_381740		
OG0061784																TVAG_381750		
OG0061785																TVAG_382050		
OG0061786																TVAG_TEG_DS113583_1_29		
OG0061787																TVAG_493100		
OG0061788																TVAG_493110		
OG0061789																TVAG_493120		
OG0061790																TVAG_493130		
OG0061791																TVAG_493230		
OG0061792																TVAG_168390		
OG0061793																TVAG_168580		
OG0061794																TVAG_168590		
OG0061795																TVAG_168610		
OG0061796																TVAG_265740		
OG0061797																TVAG_265780		
OG0061798																TVAG_265790		
OG0061799																TVAG_265850		
OG0061800																TVAG_265870		
OG0061801																TVAG_265880		
OG0061802																TVAG_265890		
OG0061803																TVAG_265970		
OG0061804																TVAG_265980		
OG0061805																TVAG_266030		
OG0061806																TVAG_207410		
OG0061807																TVAG_207550		
OG0061808																TVAG_207580		
OG0061809																TVAG_207600		
OG0061810																TVAG_304580		
OG0061811																TVAG_304620		
OG0061812																TVAG_304650		
OG0061813																TVAG_304770		
OG0061814																TVAG_231200		
OG0061815																TVAG_231220		
OG0061816																TVAG_231340		
OG0061817																TVAG_231440		
OG0061818																TVAG_096510		
OG0061819																TVAG_096680		
OG0061820																TVAG_096700		
OG0061821																TVAG_085470		
OG0061822																TVAG_085480		
OG0061823																TVAG_189000		
OG0061824																TVAG_189030		
OG0061825																TVAG_189040		
OG0061826																TVAG_189090		
OG0061827																TVAG_208610		
OG0061828																TVAG_134300		
OG0061829																TVAG_180850		
OG0061830																TVAG_181000		
OG0061831																TVAG_357800		
OG0061832																TVAG_357830		
OG0061833																TVAG_357920		
OG0061834																TVAG_TEG_DS113597_1_5		
OG0061835																TVAG_TEG_DS113597_1_6		
OG0061836																TVAG_350050		
OG0061837																TVAG_350060		
OG0061838																TVAG_350150		
OG0061839																TVAG_350190		
OG0061840																TVAG_350290		
OG0061841																TVAG_317680		
OG0061842																TVAG_317720		
OG0061843																TVAG_317840		
OG0061844																TVAG_317860		
OG0061845																TVAG_084720		
OG0061846																TVAG_084740		
OG0061847																TVAG_084770		
OG0061848																TVAG_084780		
OG0061849																TVAG_084830		
OG0061850																TVAG_084890		
OG0061851																TVAG_084900		
OG0061852																TVAG_114180		
OG0061853																TVAG_114240		
OG0061854																TVAG_114270		
OG0061855																TVAG_114280		
OG0061856																TVAG_114320		
OG0061857																TVAG_290880		
OG0061858																TVAG_290930		
OG0061859																TVAG_290940		
OG0061860																TVAG_291080		
OG0061861																TVAG_407070		
OG0061862																TVAG_407080		
OG0061863																TVAG_407140		
OG0061864																TVAG_407180		
OG0061865																TVAG_407190		
OG0061866																TVAG_407220		
OG0061867																TVAG_307890		
OG0061868																TVAG_179620		
OG0061869																TVAG_179630		
OG0061870																TVAG_179770		
OG0061871																TVAG_179850		
OG0061872																TVAG_179940		
OG0061873																TVAG_323780		
OG0061874																TVAG_323810		
OG0061875																TVAG_323950		
OG0061876																TVAG_324060		
OG0061877																TVAG_449710		
OG0061878																TVAG_449730		
OG0061879																TVAG_449750		
OG0061880																TVAG_449800		
OG0061881																TVAG_257720		
OG0061882																TVAG_257840		
OG0061883																TVAG_007120		
OG0061884																TVAG_007130		
OG0061885																TVAG_007140		
OG0061886																TVAG_007200		
OG0061887																TVAG_007240		
OG0061888																TVAG_007260		
OG0061889																TVAG_052100		
OG0061890																TVAG_052120		
OG0061891																TVAG_330610		
OG0061892																TVAG_330640		
OG0061893																TVAG_330660		
OG0061894																TVAG_330750		
OG0061895																TVAG_330770		
OG0061896																TVAG_471020		
OG0061897																TVAG_471050		
OG0061898																TVAG_328520		
OG0061899																TVAG_328530		
OG0061900																TVAG_328560		
OG0061901																TVAG_328590		
OG0061902																TVAG_328620		
OG0061903																TVAG_196210		
OG0061904																TVAG_196290		
OG0061905																TVAG_196320		
OG0061906																TVAG_345910		
OG0061907																TVAG_029060		
OG0061908																TVAG_029090		
OG0061909																TVAG_029180		
OG0061910																TVAG_029200		
OG0061911																TVAG_216980		
OG0061912																TVAG_217010		
OG0061913																TVAG_217020		
OG0061914																TVAG_217100		
OG0061915																TVAG_267090		
OG0061916																TVAG_267130		
OG0061917																TVAG_267270		
OG0061918																TVAG_267330		
OG0061919																TVAG_159350		
OG0061920																TVAG_159360		
OG0061921																TVAG_159380		
OG0061922																TVAG_159450		
OG0061923																TVAG_159470		
OG0061924																TVAG_159490		
OG0061925																TVAG_159520		
OG0061926																TVAG_159550		
OG0061927																TVAG_222430		
OG0061928																TVAG_222490		
OG0061929																TVAG_222500		
OG0061930																TVAG_222530		
OG0061931																TVAG_424910		
OG0061932																TVAG_424930		
OG0061933																TVAG_087980		
OG0061934																TVAG_088080		
OG0061935																TVAG_088090		
OG0061936																TVAG_088140		
OG0061937																TVAG_088150		
OG0061938																TVAG_175420		
OG0061939																TVAG_175430		
OG0061940																TVAG_175450		
OG0061941																TVAG_175460		
OG0061942																TVAG_175690		
OG0061943																TVAG_175710		
OG0061944																TVAG_367370		
OG0061945																TVAG_367390		
OG0061946																TVAG_367440		
OG0061947																TVAG_367640		
OG0061948																TVAG_417480		
OG0061949																TVAG_091010		
OG0061950																TVAG_091020		
OG0061951																TVAG_091030		
OG0061952																TVAG_091040		
OG0061953																TVAG_091060		
OG0061954																TVAG_091090		
OG0061955																TVAG_091190		
OG0061956																TVAG_091200		
OG0061957																TVAG_215110		
OG0061958																TVAG_215220		
OG0061959																TVAG_215240		
OG0061960																TVAG_215250		
OG0061961																TVAG_215260		
OG0061962																TVAG_427500		
OG0061963																TVAG_427520		
OG0061964																TVAG_427650		
OG0061965																TVAG_427660		
OG0061966																TVAG_104470		
OG0061967																TVAG_104540		
OG0061968																TVAG_104550		
OG0061969																TVAG_139980		
OG0061970																TVAG_140160		
OG0061971																TVAG_412930		
OG0061972																TVAG_412980		
OG0061973																TVAG_413010		
OG0061974																TVAG_413100		
OG0061975																TVAG_408300		
OG0061976																TVAG_408360		
OG0061977																TVAG_408420		
OG0061978																TVAG_408470		
OG0061979																TVAG_042990		
OG0061980																TVAG_043040		
OG0061981																TVAG_043090		
OG0061982																TVAG_043100		
OG0061983																TVAG_043140		
OG0061984																TVAG_015560		
OG0061985																TVAG_181840		
OG0061986																TVAG_181860		
OG0061987																TVAG_181900		
OG0061988																TVAG_181940		
OG0061989																TVAG_182040		
OG0061990																TVAG_182050		
OG0061991																TVAG_152260		
OG0061992																TVAG_152280		
OG0061993																TVAG_152390		
OG0061994																TVAG_112830		
OG0061995																TVAG_112840		
OG0061996																TVAG_112860		
OG0061997																TVAG_113070		
OG0061998																TVAG_296160		
OG0061999																TVAG_296280		
OG0062000																TVAG_236600		
OG0062001																TVAG_236610		
OG0062002																TVAG_092400		
OG0062003																TVAG_092590		
OG0062004																TVAG_400360		
OG0062005																TVAG_400390		
OG0062006																TVAG_115370		
OG0062007																TVAG_115480		
OG0062008																TVAG_115520		
OG0062009																TVAG_115540		
OG0062010																TVAG_236030		
OG0062011																TVAG_457800		
OG0062012																TVAG_457910		
OG0062013																TVAG_290120		
OG0062014																TVAG_433680		
OG0062015																TVAG_433700		
OG0062016																TVAG_433800		
OG0062017																TVAG_433830		
OG0062018																TVAG_433840		
OG0062019																TVAG_008700		
OG0062020																TVAG_008760		
OG0062021																TVAG_008790		
OG0062022																TVAG_107910		
OG0062023																TVAG_431810		
OG0062024																TVAG_431970		
OG0062025																TVAG_431980		
OG0062026																TVAG_432050		
OG0062027																TVAG_320950		
OG0062028																TVAG_321010		
OG0062029																TVAG_321040		
OG0062030																TVAG_321060		
OG0062031																TVAG_321100		
OG0062032																TVAG_242790		
OG0062033																TVAG_242800		
OG0062034																TVAG_242950		
OG0062035																TVAG_210740		
OG0062036																TVAG_210910		
OG0062037																TVAG_210960		
OG0062038																TVAG_146040		
OG0062039																TVAG_146070		
OG0062040																TVAG_146090		
OG0062041																TVAG_409640		
OG0062042																TVAG_409800		
OG0062043																TVAG_479740		
OG0062044																TVAG_479760		
OG0062045																TVAG_492770		
OG0062046																TVAG_057340		
OG0062047																TVAG_480970		
OG0062048																TVAG_480980		
OG0062049																TVAG_481060		
OG0062050																TVAG_432160		
OG0062051																TVAG_432210		
OG0062052																TVAG_432220		
OG0062053																TVAG_432240		
OG0062054																TVAG_432250		
OG0062055																TVAG_432340		
OG0062056																TVAG_403170		
OG0062057																TVAG_403180		
OG0062058																TVAG_403190		
OG0062059																TVAG_403200		
OG0062060																TVAG_403250		
OG0062061																TVAG_403260		
OG0062062																TVAG_403360		
OG0062063																TVAG_339300		
OG0062064																TVAG_339330		
OG0062065																TVAG_339340		
OG0062066																TVAG_339380		
OG0062067																TVAG_339400		
OG0062068																TVAG_339410		
OG0062069																TVAG_339480		
OG0062070																TVAG_339490		
OG0062071																TVAG_339510		
OG0062072																TVAG_090740		
OG0062073																TVAG_090820		
OG0062074																TVAG_090910		
OG0062075																TVAG_429180		
OG0062076																TVAG_429200		
OG0062077																TVAG_429340		
OG0062078																TVAG_281590		
OG0062079																TVAG_269990		
OG0062080																TVAG_354250		
OG0062081																TVAG_354260		
OG0062082																TVAG_354280		
OG0062083																TVAG_477510		
OG0062084																TVAG_477540		
OG0062085																TVAG_413400		
OG0062086																TVAG_264660		
OG0062087																TVAG_264730		
OG0062088																TVAG_264760		
OG0062089																TVAG_264780		
OG0062090																TVAG_125410		
OG0062091																TVAG_125460		
OG0062092																TVAG_176890		
OG0062093																TVAG_176900		
OG0062094																TVAG_176920		
OG0062095																TVAG_176960		
OG0062096																TVAG_176970		
OG0062097																TVAG_177150		
OG0062098																TVAG_018200		
OG0062099																TVAG_018210		
OG0062100																TVAG_018220		
OG0062101																TVAG_018240		
OG0062102																TVAG_018250		
OG0062103																TVAG_018260		
OG0062104																TVAG_018410		
OG0062105																TVAG_018430		
OG0062106																TVAG_090360		
OG0062107																TVAG_090460		
OG0062108																TVAG_090480		
OG0062109																TVAG_090530		
OG0062110																TVAG_009970		
OG0062111																TVAG_010020		
OG0062112																TVAG_010050		
OG0062113																TVAG_010080		
OG0062114																TVAG_010090		
OG0062115																TVAG_263070		
OG0062116																TVAG_263110		
OG0062117																TVAG_263200		
OG0062118																TVAG_263210		
OG0062119																TVAG_263230		
OG0062120																TVAG_047780		
OG0062121																TVAG_047840		
OG0062122																TVAG_332420		
OG0062123																TVAG_332450		
OG0062124																TVAG_332530		
OG0062125																TVAG_332560		
OG0062126																TVAG_439470		
OG0062127																TVAG_439480		
OG0062128																TVAG_483010		
OG0062129																TVAG_483020		
OG0062130																TVAG_483210		
OG0062131																TVAG_275210		
OG0062132																TVAG_275340		
OG0062133																TVAG_275440		
OG0062134																TVAG_275490		
OG0062135																TVAG_114420		
OG0062136																TVAG_114500		
OG0062137																TVAG_017330		
OG0062138																TVAG_017350		
OG0062139																TVAG_316070		
OG0062140																TVAG_316150		
OG0062141																TVAG_316170		
OG0062142																TVAG_316250		
OG0062143																TVAG_032930		
OG0062144																TVAG_032970		
OG0062145																TVAG_033000		
OG0062146																TVAG_059700		
OG0062147																TVAG_059740		
OG0062148																TVAG_490100		
OG0062149																TVAG_490120		
OG0062150																TVAG_435880		
OG0062151																TVAG_435900		
OG0062152																TVAG_435980		
OG0062153																TVAG_436000		
OG0062154																TVAG_436020		
OG0062155																TVAG_411850		
OG0062156																TVAG_411860		
OG0062157																TVAG_411890		
OG0062158																TVAG_411920		
OG0062159																TVAG_157780		
OG0062160																TVAG_157900		
OG0062161																TVAG_157960		
OG0062162																TVAG_235870		
OG0062163																TVAG_235880		
OG0062164																TVAG_235900		
OG0062165																TVAG_080000		
OG0062166																TVAG_080070		
OG0062167																TVAG_080120		
OG0062168																TVAG_080140		
OG0062169																TVAG_080160		
OG0062170																TVAG_080180		
OG0062171																TVAG_080190		
OG0062172																TVAG_080220		
OG0062173																TVAG_168140		
OG0062174																TVAG_168190		
OG0062175																TVAG_168220		
OG0062176																TVAG_279950		
OG0062177																TVAG_279960		
OG0062178																TVAG_346750		
OG0062179																TVAG_346810		
OG0062180																TVAG_229190		
OG0062181																TVAG_229240		
OG0062182																TVAG_229270		
OG0062183																TVAG_382570		
OG0062184																TVAG_382590		
OG0062185																TVAG_382610		
OG0062186																TVAG_064210		
OG0062187																TVAG_064220		
OG0062188																TVAG_064300		
OG0062189																TVAG_064310		
OG0062190																TVAG_006770		
OG0062191																TVAG_006820		
OG0062192																TVAG_006840		
OG0062193																TVAG_006910		
OG0062194																TVAG_331190		
OG0062195																TVAG_429430		
OG0062196																TVAG_429480		
OG0062197																TVAG_335380		
OG0062198																TVAG_335400		
OG0062199																TVAG_335420		
OG0062200																TVAG_335460		
OG0062201																TVAG_335490		
OG0062202																TVAG_335540		
OG0062203																TVAG_335550		
OG0062204																TVAG_135220		
OG0062205																TVAG_226730		
OG0062206																TVAG_226800		
OG0062207																TVAG_226850		
OG0062208																TVAG_437940		
OG0062209																TVAG_374560		
OG0062210																TVAG_374570		
OG0062211																TVAG_498920		
OG0062212																TVAG_498980		
OG0062213																TVAG_498990		
OG0062214																TVAG_048170		
OG0062215																TVAG_048180		
OG0062216																TVAG_048190		
OG0062217																TVAG_048270		
OG0062218																TVAG_123450		
OG0062219																TVAG_123460		
OG0062220																TVAG_123530		
OG0062221																TVAG_RG_DS113721_3		
OG0062222																TVAG_025050		
OG0062223																TVAG_025130		
OG0062224																TVAG_025170		
OG0062225																TVAG_025180		
OG0062226																TVAG_037480		
OG0062227																TVAG_037490		
OG0062228																TVAG_037500		
OG0062229																TVAG_037600		
OG0062230																TVAG_037620		
OG0062231																TVAG_037640		
OG0062232																TVAG_RG_DS113723_2		
OG0062233																TVAG_196690		
OG0062234																TVAG_218090		
OG0062235																TVAG_218100		
OG0062236																TVAG_218140		
OG0062237																TVAG_218160		
OG0062238																TVAG_355500		
OG0062239																TVAG_116860		
OG0062240																TVAG_116910		
OG0062241																TVAG_469040		
OG0062242																TVAG_469050		
OG0062243																TVAG_469070		
OG0062244																TVAG_451400		
OG0062245																TVAG_451410		
OG0062246																TVAG_451420		
OG0062247																TVAG_451540		
OG0062248																TVAG_086130		
OG0062249																TVAG_086170		
OG0062250																TVAG_086180		
OG0062251																TVAG_086310		
OG0062252																TVAG_196980		
OG0062253																TVAG_353700		
OG0062254																TVAG_353730		
OG0062255																TVAG_315170		
OG0062256																TVAG_315350		
OG0062257																TVAG_440080		
OG0062258																TVAG_440090		
OG0062259																TVAG_440120		
OG0062260																TVAG_440140		
OG0062261																TVAG_440170		
OG0062262																TVAG_011330		
OG0062263																TVAG_011340		
OG0062264																TVAG_414310		
OG0062265																TVAG_414450		
OG0062266																TVAG_087490		
OG0062267																TVAG_087570		
OG0062268																TVAG_087600		
OG0062269																TVAG_087620		
OG0062270																TVAG_087660		
OG0062271																TVAG_272460		
OG0062272																TVAG_390780		
OG0062273																TVAG_470040		
OG0062274																TVAG_470120		
OG0062275																TVAG_470130		
OG0062276																TVAG_470200		
OG0062277																TVAG_470260		
OG0062278																TVAG_299570		
OG0062279																TVAG_TEG_DS113743_1_5		
OG0062280																TVAG_216840		
OG0062281																TVAG_216850		
OG0062282																TVAG_216860		
OG0062283																TVAG_216870		
OG0062284																TVAG_288460		
OG0062285																TVAG_288510		
OG0062286																TVAG_288520		
OG0062287																TVAG_288560		
OG0062288																TVAG_075400		
OG0062289																TVAG_102020		
OG0062290																TVAG_023430		
OG0062291																TVAG_023480		
OG0062292																TVAG_023500		
OG0062293																TVAG_023570		
OG0062294																TVAG_148890		
OG0062295																TVAG_148920		
OG0062296																TVAG_149030		
OG0062297																TVAG_140830		
OG0062298																TVAG_140840		
OG0062299																TVAG_140860		
OG0062300																TVAG_140900		
OG0062301																TVAG_017930		
OG0062302																TVAG_017950		
OG0062303																TVAG_018030		
OG0062304																TVAG_018050		
OG0062305																TVAG_041560		
OG0062306																TVAG_041580		
OG0062307																TVAG_041610		
OG0062308																TVAG_041660		
OG0062309																TVAG_041690		
OG0062310																TVAG_041720		
OG0062311																TVAG_256650		
OG0062312																TVAG_256740		
OG0062313																TVAG_256750		
OG0062314																TVAG_256780		
OG0062315																TVAG_256840		
OG0062316																TVAG_148560		
OG0062317																TVAG_148570		
OG0062318																TVAG_148620		
OG0062319																TVAG_148650		
OG0062320																TVAG_148710		
OG0062321																TVAG_277760		
OG0062322																TVAG_024860		
OG0062323																TVAG_284040		
OG0062324																TVAG_284060		
OG0062325																TVAG_284090		
OG0062326																TVAG_284180		
OG0062327																TVAG_441330		
OG0062328																TVAG_493400		
OG0062329																TVAG_276620		
OG0062330																TVAG_337970		
OG0062331																TVAG_337980		
OG0062332																TVAG_337990		
OG0062333																TVAG_066410		
OG0062334																TVAG_066420		
OG0062335																TVAG_066440		
OG0062336																TVAG_066450		
OG0062337																TVAG_066470		
OG0062338																TVAG_066500		
OG0062339																TVAG_066510		
OG0062340																TVAG_264080		
OG0062341																TVAG_264200		
OG0062342																TVAG_264220		
OG0062343																TVAG_264230		
OG0062344																TVAG_324530		
OG0062345																TVAG_205310		
OG0062346																TVAG_205410		
OG0062347																TVAG_022120		
OG0062348																TVAG_022220		
OG0062349																TVAG_227030		
OG0062350																TVAG_227040		
OG0062351																TVAG_000130		
